Index,tweet,Affect_Dimension,target
765,@Ithika Loving it! 馃槀,joy,0
766,Now i know what makes a hero transform into villain,Depression,1
767,@OhVarsity is it ok if the opening to your podcast makes me sob happy tears,sadness,0
768,"Ground control to Captain Tom, eclipse was mind blowing #solareclipse2017 ",sadness,0
769,I make nebulizer look sexy #DarthVader #breathless #sexy #nebulizer #girl,fear,0
770,Baywatch movie is so friggin #awesome #funny #delightful,joy,0
771,"鈥淲hoever fights monsters should see to it that in the process he does not become a monster. And if you gaze long enough into an abyss, the abyss will gaze back into you.鈥� 鈥� Friedrich Nietzsche       ",Depression,1
772,Still so traumatised after my abduction by aliens!,Depression,1
773,THIS is a travesty. And on the same day my Blues layed down at Tottenham.  What鈥檚 next?,Depression,1
774,Gm and have a  #Tuesday!,fear,0
775,"we all think about it, some more than others \n\n#death #sad #depressed #suicide",sadness,1
776,Oooh depression starts *NOW* !!! 馃が馃様馃槶,Depression,1
777,My brain- you always want what you鈥檒l never have鈥�. Me- I know鈥�,Depression,1
778,"@Kara1818 I鈥檓 glad to hear that, Kara. Don鈥檛 hesitate to get in touch again if you need to! Cheryl",fear,0
779,They love and want each other very much but they're timid and egoistical and just... just let your walls down!!!,fear,0
780,"""This world is truly full of shit. It is so unfair and makes you think that it's all your fault even though it's not. There's no such thing as permanent happiness in this world. Everything doesn't last forever, don't you agree?""    ",Depression,1
781,Dude...do they still make water beds? I never got to fornicate with a woman on one. 馃槶,Depression,1
782,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",sadness,0
783,It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing,sadness,1
784,@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. 馃槉,anger,0
785,@birdtabs A pleasure! 鈽� the directory great way to start exploring new opportunities,joy,0
786,Dropping son off this morning then shopping with my girls for shoes wedding fun this afternoon.  Your TL won't explode today.  馃榾,anger,0
787,"@camiIasvibe happy birthday girly. hope you have an amazing day, and I wish you a year of happiness and success 馃挒",joy,0
788,"If GOD said it, then HE will do it...no need to fret, worry or fear! #pray #trust #believe #beatPeace #HEsGotThis #letFAITHarise Phil 4:6-7",anger,0
789,@AishaRuby85 thank you very much. I keep gettin the excited kid on ur bday feeling 馃槉,joy,0
790,馃槩馃挃Nothing I do is never good enough.,Depression,1
791,"being an entrepreneur at 18 is a real blessing 馃檹馃徏 the flexibility, doing what you love, and being the one in charge is #great #blessed",joy,0
792,2 hours of kip #class #blessed #happy #smiling,joy,0
793,@mrosenbaum711 Happy Birthday 馃巿馃帄馃巵 Have an awesome filled day of awesomeness.,joy,0
794,@benoitgomis @AU_SIS @HugoRosemont @alex_corbeil My pleasure: hope it was useful and happy to keep the conversation going!,joy,0
795,Somedays you have to pick yourself up and tell yourself it鈥檚 all worth it in the end.,Depression,1
796,These are some of the signs that you may have :   馃挌Persistent sadness  馃挌Loss of interest in activities you usually enjoy  馃挌Difficulty carrying out everyday activities,Depression,1
797,"Daughter, her husband and kids caught a boatload of red snapper &amp; mackerel off Port Aransas... we enjoyed the #fish feast #delicious",joy,0
798,who needs an alarm clock when u have an excited puppy jumping on you every morning,joy,0
799,huddling before flames\ndon't let poetry scare you\nproduction is wild\n#haiku,fear,0
800,Happy 1 year anniversary to me &amp,joy,0
801,@AsfandKhan6 Glad it went well 馃槃,joy,0
802,"Home 鈥� Grab a cheer for and check out our sweet early bird deals. Have a safe, free day",joy,0
803,Who will help me to be a Millionaire? #business #small_business #Millionaire #start_small_business #money #start #my #business\n:),fear,0
804,Rabbit races ... 馃槉 .. simply perfect! \n\nSo glad @LeBatardShow and @Stugotz790 are back!,joy,0
805,There are so many people in this world searching for ways to manage the stresses of our current realities! Some people have found amazing outlets! Join Wendy and I as we discuss creating coping tools in untraditional ways! 4pm ET link in bio!!  . . . .     https://t.co/nPYWchT7k6,Depression,1
806,Once  you start hating yourself  Then there's no going back,Depression,1
807,You love they cheat,Depression,1
808,My life constantly feels like I鈥檓 dragging my feet through it.  Everything that made me happy is gone.  I鈥檓 miserable.,Depression,1
809,When is the last time you smiled?,Depression,1
810,3 years since dad lost hi job and cannot find other,Depression,1
811,"@J_UGO_ @TopPlanet63 Vestiti Black and White, stile blues Brothers",sadness,0
812,zayuuum...bey's tatas got huge lol馃構 #yummy,joy,0
813,What a day!!! What a month!!! #solucky #blessed #cloud9 #ecstatic 馃懓馃槅馃殬馃挒,joy,0
814,Ugh guys bc of the new  Episode i am too  too be alive rn,Depression,1
815,Who's excited? The mighty @QLDmaroons or the @NSWRL #maroons #blues gonna be a spectacular game @suncorpstadium 馃檵馃徑鈥嶁檪锔忦煓嬸煆解�嶁檪锔� #Qld by 8,sadness,0
816,"#ThursdayThoughts The richest wealth is #Wisdom, the strongest weapon is #peace, the best security is #faith &amp; the best tonic is #laughter",joy,0
817,@Greenarmy46 Thank you! Glad you're enjoying them 馃槂,joy,0
818,I smile,joy,0
819,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,sadness,0
820,Every GIRL deserves a GUY who can make her SMILE :D,joy,0
821,"Tired of this shit yo, stop looking at me like your different, this shit ain鈥檛 the same Po.. 馃槥馃敧馃└馃拤馃枻馃拪 ",Depression,1
822,Wishing you a blessed and happy morning. Glad to be here. Do you馃 and brighten someone's day in your pursuit of happiness.,joy,0
823,I think being stigmatized by your colleagues is one of the hardest thing ever when it comes to dealing with mental illness.   Whenever you try address something they react differently towards you because they consider you unstable,Depression,1
824,@rhyshenllan @disabledsg yes I like the idea of it . Waiting for details 馃榾,joy,0
825,I have been looking through my old poems and will be posting a poem a day in chronological order of all my writings.  The Sadness of Hope,Depression,1
826,Tired of shredding tears over fake people,Depression,1
827,I tried to stream  but will have to go on a hiatus for a week or when I hear back from my service provider there is a major issue that will take time to fix hopefully be back soon I miss you all hope to see you again soon,Depression,1
828,There are recipes for #porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp,joy,0
829,What do you call a camel with no humps?  Humphrey! #joke  #writerslife #HAHAHA #WednesdayWisdom,joy,0
830,@soyoprincess @MisfitPhoenix @beastynewall @Gunderthswain 'Racist'is the fashionable insult - ignore it.,anger,0
831,Living downtown for the first time while #tiff is happening. Schedule is out today! #excitement #thechildrenact #StanleyTucci #EmmaThompson,anger,0
832,@CutTimeComic They are adorable !!! I need them all 馃槶,joy,0
833,@lil_hooper30 HAPPY BIRTHDAY TWINNN!!!! 馃挀馃槝 have a great day love ya!!!,joy,0
834,In past few days I understood PAIN,Depression,1
835,"After 10 days of suffering from Dengue, I'm finally good and going. 馃槑 #rejoice",joy,0
836,"My head is anointed, my cup runneth over Don't pour from an empty cup #delight #love #joy",joy,0
837,When you nip into a bistro for a double vodka and lemonade to help ease the pain and all thats playing are bloody love songs!,Depression,1
838,@PromilaSingh15 Thank you so much Promila aunty 馃槂,joy,0
839,"@CoachBru lol, I have my awesome moments here &amp; there! 馃槃 Also shared it with a blogger friend of mine too.",joy,0
840,"You dare threaten me, Thor, with so puny a weapon?'",fear,0
841,"I wore shorts today because it was boiling yesterday, It's going to rain. You are welcome.",anger,0
842,"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",joy,0
843,Today is already off to a great start..... 馃檮,fear,0
844,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 馃檶馃徎 #WontHeDoIt",fear,0
845,"Sitting there, playing 3 games, and in between, drawing. Poorly. This is life now. Kill me.   ",Depression,1
846,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.,fear,0
847,"Once you decide to be a parent and have kids, people who look up yo you..  or not you take away all your rights to take your life. You don't live for yourself anymore.   ",Depression,1
848,I hella should've stayed natural in college,sadness,0
849,I'm kinda glad that I know about 2 to 4 people in all my classes that I can talk to #relieved,joy,0
850,i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,fear,0
851,My entire life is a trigger warning,Depression,1
852,@Bemannn UGH I can't even contain my excitement!! 馃槏,joy,0
853,"@bobandtom @chickmcgee1 @ThatJoshArnold  Not religious, but a game that the Inuit women play - first one to laugh, or breathless, losses.",fear,0
854,u can get an oreo shake at burger king,fear,0
855,@itsjohnjosh yessss!!! i'm so glad 馃槉,joy,0
856,me listening to my brother listen to old x,Depression,1
857,There's so much negativity all around. It affects u in one way or another always,Depression,1
858,"no offense to those who love k culture, u can love it all you want bbs!! 馃挅 but i just personally want to get to know my own country's-",sadness,0
859,Having a bad day @TescoIrl #nightmare,sadness,1
860,What usually happens after a loved one is murdered?          .,Depression,1
861,A person can only handle being unwanted and controlled so much before they snap and realize... what is the point? If I knew my future would look and feel this agonizing I would鈥檝e checked out ages ago. Shame on our government,Depression,1
862,@CaxtonSupport I'm sorry but I don't know what DM stands for. I know a PM 馃槀. But sadly not a DM. It won't create an account to find.,sadness,0
863,"Why was 6 afraid of 7?\nCause 7 ate 9. BUT, why DID 7 eat 9??\nBecause you should eat 3 squared meals a day! 馃槣 #jokes #meme #dankmemes #funny",joy,0
864,I hope someday someone will need this useless guy as well,Depression,1
865,Waiting. Waiting to be needed. Waiting to be wanted. Waiting to be loved. Waiting鈥�.just waiting鈥�,Depression,1
866,It's almost midnight. Start  now ... it might be done by the time you wake up tomorrow. 馃挋,Depression,1
867,I'm in depression. Medication helps...,Depression,1
868,@AnteHarper I always preferred the quiver,fear,0
869,Got to love when you can just power through the #workday and everything works out great! #smiling from ear to ear today! 馃槉馃榾鈽猴笍锔忦煒夝煒侌煒勷煒凁煒�馃榿 #happy,joy,0
870,@MarcMero Happy Anniversary!! Have a great day!!,joy,0
